K	Lag	Month	Model	CoefB0	CoefBvazao	CoefBX1	CoefBX2	CoefBX3	NSE.orig	NSE.comp	Alpha.NSE	Beta.NSE	r.NSE	KGE.orig	Alpha.KGE	Beta.KGE	r.KGE
223	1	8	RIDGE	44.8126679055945	0.626324813906727	4.78079129234108	14.5114486369311	-0.540620357652131	0.575217315361206	0.610313852723859	1.08402821475925	0.592423306113571	0.985397043940867	0.851290312656188	1.08402821475925	1.12182193525225	0.985397043940867
223	1	9	PAR	5.1072550343453	0.78317043101021	0	0	0	0.582830691977628	0.590804407637034	1.27145971481128	0.282377684306052	0.899419519146361	0.706755240093656	1.27145971481128	1.04675124937753	0.899419519146361
223	1	9	PARX	-4.82737500988937	0.80259888738801	0	25.200593771944	0	0.550886612763039	0.56411872746758	1.2734163164331	0.363759738076404	0.910161492183465	0.705968536759264	1.2734163164331	1.0602250927516	0.910161492183465
223	1	9	RIDGE	17.3401672576517	0.773475809114192	4.46815991836756	13.7583606769929	4.30559414650199	0.447158709542822	0.468630501214406	1.19279172540037	0.463376646709603	0.882845040447822	0.761715342841285	1.19279172540037	1.07671795035533	0.882845040447822
223	1	10	PAR	18.6433420003938	1.01026627290435	0	0	0	0.661256595003712	0.661264659987745	0.678903024968949	-0.00898052561518638	0.826520567640266	0.635030889673025	0.678903024968949	0.997982410617321	0.826520567640266
223	1	10	PARX	45.6056570582035	0.97618690727814	7.29280369477129	0	7.01984539206912	0.599012266739909	0.601466636308815	0.726609362287681	0.156664277003588	0.794079705860643	0.655929642868436	0.726609362287681	1.03519662383602	0.794079705860643
223	1	10	RIDGE	44.9500078047727	0.942177355404035	4.36315081416243	38.2355118472014	0.437761481356505	0.54826636321528	0.552382388090341	0.67654541414108	0.202879887496523	0.776929613491586	0.604448787470373	0.67654541414108	1.0455795489609	0.776929613491586
223	1	11	PAR	141.487679773732	1.13297049948319	0	0	0	0.336475373062756	0.344124150177716	0.370043911029596	-0.27656422608429	0.753348995617989	0.316152256107606	0.370043911029596	0.90016841765666	0.753348995617989
223	1	11	PARX	133.531231813045	1.26712037664777	24.1621103315566	-113.979054117347	0	0.42496156203274	0.445595829996679	0.573478905678801	-0.454249578579209	0.855146157236311	0.520636568844081	0.573478905678801	0.836029211549086	0.855146157236311
223	1	11	RIDGE	161.135722104731	1.20696177075493	28.9666454705469	-28.8839002627201	-37.9809630641886	0.559249372957215	0.573301552022067	0.628539948532289	-0.374862362272507	0.882112435463279	0.587459074214679	0.628539948532289	0.864685670607227	0.882112435463279
223	1	12	PAR	96.7538745862347	1.76855061511606	0	0	0	0.704614101324612	0.704693271977255	0.656788578868406	-0.0281372800112627	0.865465883857466	0.631110323451578	0.656788578868406	0.986358685452697	0.865465883857466
223	1	12	PARX	109.38054932644	1.91473400914655	101.36113424079	0	0	0.752002862845307	0.75251465309861	0.851583305402726	0.0715395172825874	0.87062925744594	0.800081931979187	0.851583305402726	1.03468327633031	0.87062925744594
223	1	12	RIDGE	238.834425543115	1.64684659859776	89.9480948288698	34.9070726471403	-11.7186524380027	0.728496645142428	0.729342484072291	0.751775415743712	0.0919695020027246	0.866593348093566	0.714691625926533	0.751775415743712	1.04458799518204	0.866593348093566
223	2	1	PAR	478.560290602067	2.59916626810996	0	0	0	0.44985666155731	0.470443791986166	0.614024733291771	0.430446481992486	0.840971285800928	0.54137867118888	0.614024733291771	1.18991178159919	0.840971285800928
